id	vernacularName	language	locality
14548	Limão-bravo	PORTUGUES	Sudeste, Sul, Centroeste, Norte
14548	Mõe-hanakë	PORTUGUES	Norte
114203	peroba amarella	PORTUGUES	
114203	peroba manchada	PORTUGUES	
14554	Japecanga	PORTUGUES	
14554	Salsaparilha	PORTUGUES	
14555	Japecanga	PORTUGUES	
14555	Japecanga do mato	PORTUGUES	
14556	Japicanga	PORTUGUES	
14556	Salsa	PORTUGUES	
14557	Salsaparilha	PORTUGUES	
14558	Japicanga	PORTUGUES	
14558	Jupicanga	PORTUGUES	
14561	Pitanga	PORTUGUES	
14561	Pitanga sem espinho	PORTUGUES	
14562	Salsaparilha	PORTUGUES	
14563	Japecanga	PORTUGUES	
14563	Pitanga grande	PORTUGUES	
14565	Pitanga lisa	PORTUGUES	
14569	Japecanga	PORTUGUES	
14570	cipó japecanga	PORTUGUES	
22967	sananduva	PORTUGUES	
22710	Assacu	PORTUGUES	Norte (Acre, Amazonas, Pará)
7732	café-bravo	PORTUGUES	Nordeste
14900	caapoã	PORTUGUES	
14900	congonha-de-bugre	PORTUGUES	Minas Gerais
14900	jabãozinho	PORTUGUES	São Paulo
14900	k'á verá	ESPANHOL	Paraguai
14900	mate-falso	PORTUGUES	São Paulo
14900	peroba d'água	PORTUGUES	Paraná
14901	congonha	PORTUGUES	Rio de Janeiro
14902	canela	PORTUGUES	São Paulo
14902	congonha	PORTUGUES	Minas Gerais
14902	congonha-da-mata	PORTUGUES	
14903	bracunhá	PORTUGUES	Paraná
14903	falsa-caneta	PORTUGUES	Paraná
14903	maria-mole	PORTUGUES	Paraná
14905	canela	PORTUGUES	Rio de Janeiro
14905	canela-gosmenta	PORTUGUES	Rio de Janeiro
14905	congonha	PORTUGUES	Rio de Janeiro
14905	congonha-da-mata	PORTUGUES	Rio de Janeiro
14905	pimenteira	PORTUGUES	Rio de Janeiro
14908	bofe	PORTUGUES	Paraná
14908	vanvu	PORTUGUES	Paraná
14910	congonha-miúda	PORTUGUES	Rio de Janeiro
14912	capororoca-falsa	PORTUGUES	Rio de Janeiro (Itatiaia)
14915	cinzeira-do-mato	PORTUGUES	Minas Gerais
14915	congonha-do-campo	PORTUGUES	Minas Gerais
14915	fruta-de-jacu	PORTUGUES	
14915	laranjinha	PORTUGUES	Goiás
14915	laranjinha-arroz-doce	PORTUGUES	Goiás
14915	pau-de-cinza	PORTUGUES	Minas Gerais
14916	sete-mentiras	PORTUGUES	Espírito Santo
14918	capororoca	PORTUGUES	Paraná
14918	capororoquinha	PORTUGUES	Santa Catarina
14918	carne-de-vaca	PORTUGUES	Santa Catarina
14918	congonha	PORTUGUES	Paraná
14918	maria-mole	PORTUGUES	Paraná
14918	maria-mole-miúda	PORTUGUES	Paraná
14918	orelha-de-gato	PORTUGUES	Santa Catarina
14918	pessegueiro-bravo	PORTUGUES	Paraná
14918	vauvú	PORTUGUES	Paraná
14919	cana-preta	PORTUGUES	Santa Catarina
14919	caúna	PORTUGUES	Rio Grande do Sul
14919	caúna-preta	PORTUGUES	Rio Grande do Sul
14919	maria-mole	PORTUGUES	Paraná
14919	pau-de-cangalha	PORTUGUES	Paraná
14919	pessegueiro-bravo	PORTUGUES	Rio Grande do Sul
14919	sete-sangria	PORTUGUES	Paraná
14919	yvyra beui	ESPANHOL	Argentina
14920	congonha-falsa	PORTUGUES	Santa Catarina
14921	azavero	ESPANHOL	Uruguai
14921	beira-mato-da-flor-branca	PORTUGUES	Rio Grande do Sul
14921	cangalha	PORTUGUES	Sul do Brasil
14921	caona	ESPANHOL	Argentina
14921	caujuja	PORTUGUES	Santa Catarina
14921	caúna	ESPANHOL	Argentina
14921	caúna-do-mato	PORTUGUES	Rio Grande do Sul
14921	caverú	ESPANHOL	Argentina
14921	cinzeira	PORTUGUES	Rio Grande do Sul
14921	coana	PORTUGUES	Sul do Brasil
14921	congonha	PORTUGUES	Paraná
14921	congonha-falsa	PORTUGUES	São Paulo
14921	congonha-miúda	PORTUGUES	Sul do Brasil
14921	jasmim-do-mato	PORTUGUES	Rio Grande do Sul
14921	kaa-vera	ESPANHOL	Paraguai
14921	laranjeira-do-mato	PORTUGUES	Rio Grande do Sul
14921	laranjinha-do-mato	PORTUGUES	Rio Grande do Sul
14921	maria-mole	PORTUGUES	Paraná
14921	maria-mole-branca	PORTUGUES	Sul do Brasil
14921	maria-mole-de-flor-branca	PORTUGUES	Sul do Brasil
14921	maria-mole-de-flor-rosa	PORTUGUES	Sul do Brasil
14921	maria-mole-do-banhado	PORTUGUES	Paraná
14921	pau	PORTUGUES	Sul do Brasil
14921	pau-cangalha	PORTUGUES	Sul do Brasil
14921	pau-de-cangalha	PORTUGUES	Santa Catarina e Rio Grande do Sul
14921	sete-sangrias	PORTUGUES	Paraná
14921	sete-sangrias-do-banhado	PORTUGUES	Sul do Brasil
14942	Embira-amarela	PORTUGUES	Sudeste
14942	Embira-toicinheira	PORTUGUES	Sudeste
14943	Embira-branca	PORTUGUES	Sul
14943	Ibiratinga	PORTUGUES	Sul
14944	Embira-branca	PORTUGUES	Sudeste, Sul
14944	Embira-de-sapo	PORTUGUES	Sudeste
14945	Embira	PORTUGUES	Sudeste
14945	Pau-de-embira	PORTUGUES	Sudeste
14946	Embira-branca	PORTUGUES	Sul
14946	Embira-pimenta	PORTUGUES	Sul
14947	Embira-de-sapo	PORTUGUES	Sudeste
14947	Embira-pimenta	PORTUGUES	Sul
14948	embira	PORTUGUES	Sudeste
14948	ouvira-branca	PORTUGUES	Sudeste
14949	embira	PORTUGUES	Sudeste
14949	embirinha	PORTUGUES	Sudeste
14950	Embira	PORTUGUES	Sudeste
14950	Embira-branca	PORTUGUES	Sudeste
14981	douradinha	PORTUGUES	Sudeste
14981	quiabinho do campo	PORTUGUES	Sudeste
14988	asedinha	PORTUGUES	Nordeste
14988	malva de botao	PORTUGUES	Nordeste
15002	malva	PORTUGUES	Nordeste
15014	muchinga	PORTUGUES	Sudeste
15014	xanana	PORTUGUES	Nordeste
15024	albina	PORTUGUES	Sudeste
15026	ranca-estrepe	PORTUGUES	Nordeste
15029	chanana	PORTUGUES	Nordeste
15035	assa-peixe	PORTUGUES	Sudeste
15035	lixa da folha larga	PORTUGUES	Sudeste
15447	Cangussú-branco	PORTUGUES	
15040	embaúba branca	PORTUGUES	São Paulo
15040	embaubaubaçú	PORTUGUES	Rio de Janeiro
15042	imbaúba branca	PORTUGUES	Pará
15042	torem	PORTUGUES	Ceará
15046	mata-pau	PORTUGUES	São Paulo
15049	urtiga	PORTUGUES	Acre
15049	urtiga vermelha	PORTUGUES	Acre
15077	urtiga	PORTUGUES	Acre
15077	urtiga branca	PORTUGUES	Acre
15077	urtiga cipó	PORTUGUES	Acre
15133	carrapichinho	PORTUGUES	Acre
15164	camara	PORTUGUES	Acre
15171	carmelitana	PORTUGUES	Acre
15171	cidreira	PORTUGUES	Acre
15223	cipó suma	PORTUGUES	
15223	piriguaia	PORTUGUES	
15238	tәtum rau	KAXINAWA	Acre
15250	violeta	PORTUGUES	
15258	cipó de aquecer leite	PORTUGUES	Acre
15275	Carvão Branco	PORTUGUES	Mato Grosso
15275	Cravo	PORTUGUES	Ceará
15275	Jacaré	PORTUGUES	Goiás, Minas Gerais
15275	Tinto Chico	ESPANHOL	Bolívia
15276	Jacaré	PORTUGUES	Mirim
15276	Pau Terra do Mato	PORTUGUES	Minas Gerais
15277	Vassourinha	PORTUGUES	Piauí
15278	Pau de Pilão	PORTUGUES	
15302	Pau-Doce	PORTUGUES	Minas Gerais
15308	Pau Novo	PORTUGUES	Rio de Janeiro
15317	canela santa	PORTUGUES	Rio de Janeiro
15317	Muricy	PORTUGUES	Rio de Janeiro
15318	Canela Santa	PORTUGUES	Rio de Janeiro
15318	Muricy	PORTUGUES	Rio de Janeiro
15321	Gomeira	PORTUGUES	Goiás
15322	Pau de Tucano	PORTUGUES	São Paulo
15337	colherzinha	PORTUGUES	Piauí
15337	sarandi-de-tatu	PORTUGUES	
15341	cansa-cavalo	PORTUGUES	Bahia
15341	canudo	PORTUGUES	Bahia
15357	shaka pai	KAXINAWA	Acre
15381	chapéu-de-couro	PORTUGUES	sudeste
15381	golfe	PORTUGUES	nordeste
15382	chapéu-de-couro	PORTUGUES	sul, sudeste
15383	chapéu-de-couro	PORTUGUES	sul, sudeste
15384	chapéu-de-couro	PORTUGUES	sudeste
15384	Golfe	PORTUGUES	Nordeste
15387	Golfe	PORTUGUES	Nordeste
15387	lingua-de-vaca	PORTUGUES	sudeste
15388	chapéu-de-couro	PORTUGUES	sudeste
15388	Golfe	PORTUGUES	Nordeste
15407	caruru-vermelho, veludo	PORTUGUES	Sul
15408	caruru-de-espinho, caruru-bravo	PORTUGUES	Rio Grande do Sul
15408	mastruz	PORTUGUES	Acre
15409	caruru	PORTUGUES	Rio Grande do Sul
15411	Capotiraguá	PORTUGUES	Sul
15420	Nateira, ervaço	PORTUGUES	Paraíba, Piauí
15450	Corango-de-juba	PORTUGUES	Sul
15450	Marcela-branca e marcela-do-campo	PORTUGUES	Centro-Oeste
15462	cajuaçu	PORTUGUES	Norte
15462	caju-açu	PORTUGUES	Norte
15462	caju-da-mata	PORTUGUES	Norte
15462	cajuí	PORTUGUES	Norte
15463	caju-do-cerrado	PORTUGUES	sudeste
15463	cajuzinho-do-cerrado	PORTUGUES	centro-oeste
15465	aroeira-mole	PORTUGUES	Nordeste
15465	paraíba	PORTUGUES	Nordeste
15466	arueira	PORTUGUES	Amazonas
15466	muiracatiara	PORTUGUES	Amazonas
23912	jaca	PORTUGUES	Acre
15468	aroeira-branca	PORTUGUES	Sudeste/ Sul
15468	aroeira-brava	PORTUGUES	Sudeste/ Sul
15468	aroeira-miúda	PORTUGUES	Sudeste/ Sul
15468	aroeirinha	PORTUGUES	Sudeste/ Sul
15529	chicória	PORTUGUES	Acre
15548	Pitiá	PORTUGUES	Ceará
15558	mangaba	PORTUGUES	todo o Brasil
15559	Janaguba	PORTUGUES	Nordeste
15559	Sucuuba	PORTUGUES	Norte
15560	Banana de papagaio	PORTUGUES	Sudeste
15561	Janaguba	PORTUGUES	Nordeste
15041	embaúba	PORTUGUES	sudeste
15230	falsa ipecacuanha	PORTUGUES	
15234	Poaia	PORTUGUES	
114185	carobao	PORTUGUES	
15551	pereiro	PORTUGUES	
10914	mangue	PORTUGUES	
10914	farinha-seca	PORTUGUES	
15321	Goma arábica	PORTUGUES	Minas Gerais, Goiás
15561	Sucuuba	PORTUGUES	Norte
15562	Agoniada	PORTUGUES	Nordeste
15563	Pau de Leite	PORTUGUES	Centro-Oeste
15563	Tiborna do Cerrado	PORTUGUES	Centro-Oeste
15567	Sucuuba	PORTUGUES	Norte
15569	janaguba	PORTUGUES	Acre
15603	catuaba	PORTUGUES	Ceará
15609	abiu bravo	PORTUGUES	Acre
15609	sanango	PORTUGUES	Acre
15610	grão de galo	PORTUGUES	Acre
15633	banana de macaco	PORTUGUES	Acre
15633	costela de adão	PORTUGUES	Nordeste
15638	imbé	PORTUGUES	Bahia
15654	taioba	PORTUGUES	Brasil
15660	morototó	PORTUGUES	Acre
15660	torém morototó	PORTUGUES	Acre
15663	Macaúba	PORTUGUES	Centro-oeste
15668	Licuri rasteiro do campo	PORTUGUES	Centro-oeste
15668	Licurizinho	PORTUGUES	Centro-oeste
15677	painha	PORTUGUES	GO
15677	piassava	PORTUGUES	BA
15677	pindoba	PORTUGUES	PI, GO
15679	piassava	PORTUGUES	BA
15680	andaiá	PORTUGUES	BA
15680	indaiá	PORTUGUES	BA
15682	inajá	PORTUGUES	Acre
15682	najá	PORTUGUES	Acre
15683	palmeira	PORTUGUES	PE
15683	palmeira-pindoba	PORTUGUES	PB
15684	aricuri	PORTUGUES	Acre
15684	bacuri	PORTUGUES	MS
15684	uricuri	PORTUGUES	Acre
15684	uricurí vermelho	PORTUGUES	Acre
15685	palmeira	PORTUGUES	BA
15685	pindobassu	PORTUGUES	BA
15686	babassu	PORTUGUES	PI
15686	coco-palmeira	PORTUGUES	GO
15690	marajá	PORTUGUES	Acre
15699	marajá	PORTUGUES	Acre
15699	marajazinho	PORTUGUES	Acre
15702	Tucum	PORTUGUES	
15704	Coco-azedinho	PORTUGUES	MG
15704	Coco-cabeçudo	PORTUGUES	GO
15706	Carnaúba	PORTUGUES	
15709	jacitara	PORTUGUES	Amazonas
15710	jacitara	PORTUGUES	Acre
15712	Juçara	PORTUGUES	
15712	Palmito	PORTUGUES	GO
15713	Açai	PORTUGUES	Brasil
15716	ubim	PORTUGUES	Acre
15718	ubim	PORTUGUES	Acre
15723	buriti	PORTUGUES	Acre, Goiás
15725	Buritirana	PORTUGUES	Goiás
15725	Xiriri	PORTUGUES	Minas Gerais
15727	Bacaba	PORTUGUES	Goiás
15731	paxiubinha	PORTUGUES	Acre
15733	pati	PORTUGUES	Bahia
15733	patioba	PORTUGUES	Bahia
22968	erythrina-do-alto	PORTUGUES	
15738	acuma rasteiro	PORTUGUES	GO
15738	coquinho-de-cerrado	PORTUGUES	GO
15742	guariroba	PORTUGUES	
15742	gueiroba	PORTUGUES	Goiás
15745	geriva	PORTUGUES	BA
15745	jarobá	PORTUGUES	GO
15745	jeriva	PORTUGUES	SP
15746	aricuri	PORTUGUES	BA
15746	aricuriroba	PORTUGUES	BA
15747	ariri	PORTUGUES	BA
15747	licurioba	PORTUGUES	BA
15748	coco-de-raposa	PORTUGUES	BA
15748	coco-de-vassoura	PORTUGUES	BA
15751	angelicó	PORTUGUES	Brasil
101128	Tremoço	PORTUGUES	
15751	jarrinha	PORTUGUES	Brasil
15752	buco-buco	ESPANHOL	Bolívia
15753	jarrinha-do-campo	PORTUGUES	Brasil
15753	jarrinha-rasteira	PORTUGUES	Brasil
15754	jarrinha-cabeça-de-burro	PORTUGUES	Brasil
15756	cipó-de-cobra	PORTUGUES	Brasil
15756	milhome-gigante	PORTUGUES	Brasil
15756	milhomens	PORTUGUES	Brasil
15756	papo-de-peru	PORTUGUES	Brasil
15756	papo-de-peru-do-grande	PORTUGUES	Brasil
15757	flor-de-sapo	PORTUGUES	Brasil
15758	angelicó	PORTUGUES	Brasil
15758	buta	PORTUGUES	Brasil
15758	crista-de-galo	PORTUGUES	Brasil
15758	milhomens	PORTUGUES	Brasil
15758	papo-de-peru	PORTUGUES	Brasil
15758	peru-bosta	PORTUGUES	Brasil
15760	jarrinha	PORTUGUES	Brasil
15761	bejuco	ESPANHOL	América espanhola
15761	cipó-de-cobra	PORTUGUES	Brasil
15761	jarrinha-cheirosa	PORTUGUES	Brasil
15761	jarrinha-de-babado	PORTUGUES	Brasil
15762	cipó-de-cobra	PORTUGUES	Brasil
15762	cipó-milhomens	PORTUGUES	Brasil
15666	Caxandó	PORTUGUES	
15666	Côco da Praia	PORTUGUES	
15667	Cachandó	PORTUGUES	
15762	jarrinha	PORTUGUES	Brasil
15762	jarrinha-de-rabo	PORTUGUES	Brasil
15763	milhome-do-sertão	PORTUGUES	Brasil
15764	jarrinha-de-bucho	PORTUGUES	Brasil
15766	cipó-de-cobra	PORTUGUES	Brasil
15766	cipó-milhomens-da-praia	PORTUGUES	Brasil
15766	cipó-milhomens-rabudo	PORTUGUES	Brasil
15766	jarrinha-da-praia	PORTUGUES	Brasil
15766	jarrinha-de-cauda	PORTUGUES	Brasil
15766	milhomes	PORTUGUES	Brasil
15767	batatinha	PORTUGUES	Brasil
15767	jarrinha-bico-de-passarinho	PORTUGUES	Brasil
15912	jambú	PORTUGUES	Acre
15913	agrião	PORTUGUES	Acre
15913	jambú	PORTUGUES	Acre
16009	carrapicho agulha	PORTUGUES	Acre
16109	macelão	PORTUGUES	Acre
16210	lixinha	PORTUGUES	Roraima
16210	melosa	PORTUGUES	Acre
16256	macela	PORTUGUES	Acre
16349	girassol mexicano	PORTUGUES	Sudeste, Sul, Norte
16349	mão-de-Deus	PORTUGUES	Sul
16350	girassol mexicano	PORTUGUES	Sudeste, Sul
16350	margarida mexicana	PORTUGUES	Sudeste, Sul,
16510	cha de bugre	PORTUGUES	sul
16522	buxuxi de formiga	PORTUGUES	Acre
16522	ovo de galo	PORTUGUES	Acre
16522	pau de formiga	PORTUGUES	Acre
16526	Grão-de-galo	PORTUGUES	nordeste
16528	freijó branco	PORTUGUES	Acre
16541	crista-de-galo	PORTUGUES	Nordeste
16545	crista-de-galo	PORTUGUES	Mato Grosso
16545	crista-de-peru	PORTUGUES	Bahia
16545	fedegoso	PORTUGUES	Acre, Maranhão, Pará
16552	pau-de-sapo	PORTUGUES	Bahia
16574	abacaxi	PORTUGUES	
16658	breu branco	PORTUGUES	Para
16658	kandeiape'y	PORTUGUES	Maranhao (Ka'apor)
16659	breu branco	PORTUGUES	Amazonas, Para'
16663	breu	PORTUGUES	Amapa'
16663	breu branco	PORTUGUES	Para'
16839	caripé-preto	PORTUGUES	Acre
16666	breu	PORTUGUES	Acre
16666	breu maxixe	PORTUGUES	Acre
16666	breu vermelho	PORTUGUES	Acre
16666	mata fome	PORTUGUES	Acre
16667	breu de leite	PORTUGUES	Acre
16667	breu mescla	PORTUGUES	Acre
16681	aninga	PORTUGUES	Acre
16719	Pequi branco	PORTUGUES	Nordeste
16720	Piquizeiro	PORTUGUES	Nordeste
16721	Pequi	PORTUGUES	Norte
16721	Pequia	PORTUGUES	Norte
16727	imbaúba branca	PORTUGUES	Pará
16741	uva de macaco	PORTUGUES	Amapá
16742	imbaúbarana	PORTUGUES	Amazonas
16742	mapatirana	PORTUGUES	Pará
16743	imbaúba branca	PORTUGUES	Pará
16759	Guajiru	PORTUGUES	Nordeste
16760	Guajiru	PORTUGUES	Para
16762	milho torrado	PORTUGUES	sudeste
16763	oiti-mirim	PORTUGUES	nordeste
16770	goiti de morcego	PORTUGUES	nordeste
16770	oiti, oiti mirim, oiticica	PORTUGUES	nordeste
16773	oiti	PORTUGUES	nordeste
16776	oiti	PORTUGUES	sudeste
16776	oiti da areia, oiti nativo, fruto de coruja	PORTUGUES	nordeste
16777	pajurazinho, caraipe, pajura, oiti	PORTUGUES	
16777	uchirana, umarirana	PORTUGUES	
16779	oiti de morcego	PORTUGUES	nordeste
16780	mari bravo, pajura da mata, pajura	PORTUGUES	
16781	oiti-coro, oiti-verdadeiro	PORTUGUES	nordeste
16782	oiti boi, milho torrado da folha larga	PORTUGUES	
16793	macucu peludo	PORTUGUES	Acre
16806	macucu	PORTUGUES	Acre
119857	coco-de-quarta	PORTUGUES	
16806	macucu peludo	PORTUGUES	Acre
16814	caripé branco	PORTUGUES	Acre
16817	caripé vermelho	PORTUGUES	Acre
16817	macucu chiador	PORTUGUES	Acre
16821	macucu chiador	PORTUGUES	Acre
16827	macucu xiador	PORTUGUES	Acre
16827	pajurazinho	PORTUGUES	Acre
16833	macucu sangue	PORTUGUES	Acre
16854	caripé vermelho	PORTUGUES	Acre
16868	leite-de-mocó	PORTUGUES	nordeste
16871	leite-de-mocó	PORTUGUES	nordeste
16304	Insulina	PORTUGUES	
16304	Vedélia	PORTUGUES	
15971	mal-me-quer	PORTUGUES	
110545	Pindaíba preta	PORTUGUES	
16765	fruta da ema	PORTUGUES	
16765	oiti, utirana, farinha seca	PORTUGUES	
77934	mal-contudo	PORTUGUES	Sudeste
8507	canela-gosmenta	PORTUGUES	sudeste
16233	coentro-do-mato	PORTUGUES	
16897	camaçari (PI), chapado (PI), capitão (MG)	PORTUGUES	PI, MG
16897	pau-de-chapada, casquinha	PORTUGUES	MG
16898	capitão-do-campo, cambiú, camaçari, pau-carvão, maçambê	PORTUGUES	MG
16898	pau-de-chapada (MG, BA), chapada (PI), mussambé (BA, GO), caatinga-de-porco (MA), pau-de-rato (BA), piúna (MS)	PORTUGUES	MA, BA, GO, PI, MS
16915	capim de baixo	PORTUGUES	Acre
16926	caja	PORTUGUES	Rio de Janeiro
16926	fruta de cachorro	PORTUGUES	Rio de Janeiro
16926	mata-cachorro	PORTUGUES	Rio de Janeiro
16931	cipo-tapa	PORTUGUES	Amapa
16931	tentorana	PORTUGUES	Amazonas
16933	azeitona-brava	PORTUGUES	Piauí
16933	cabelo-de-negro	PORTUGUES	Minas Gerais
16933	coração-de-negro, para-todo, podoio	PORTUGUES	Mato Grosso
16933	low-eh-dee	INGLES	Mato Grosso
16934	cabelo-de-negro	PORTUGUES	Minas Gerais
16934	pão-ferro, arariba-do-campo	PORTUGUES	Brasil
16938	Chapeudinha	PORTUGUES	Mato Grosso
16938	Pau de porco	PORTUGUES	Minas Gerais
16939	Pau de porco	PORTUGUES	Minas Gerais
16940	Calunga	PORTUGUES	Mato Grosso
16940	Chapeudinha	PORTUGUES	Mato Grosso
16968	azulzinha	PORTUGUES	
16991	batata	PORTUGUES	
16991	batata-da-terra	PORTUGUES	
16991	batata-doce	PORTUGUES	Brasil
17000	corda-de-viola	PORTUGUES	
17000	jetirana	PORTUGUES	
17004	batata-da-praia	PORTUGUES	
17004	batata-do-mar	PORTUGUES	
17004	pé-de-cabra	PORTUGUES	
17004	salsa-brava	PORTUGUES	
17045	cabeça de negro	PORTUGUES	Pernambuco
22968	amasisa	ESPANHOL	Peru
16996	algodão-bravo	PORTUGUES	
17055	Orosulillo	ESPANHOL	Venezuela
17055	Sachinchi	ESPANHOL	Peru
17059	Melancia-de-pacú	PORTUGUES	Mato Grosso do Sul
17061	Boskomkommer	INGLES	Suriname
17061	Jamarú	PORTUGUES	Pará
17064	Abóbora-D'Antas	PORTUGUES	Minas Gerais
17064	Juruvá	PORTUGUES	Espírito Santo
17072	Maxixão	PORTUGUES	nordeste
17072	Maxixe do nordeste	PORTUGUES	nordeste
17091	Abobrinha do norte	PORTUGUES	Bahia
17091	Buxinha	PORTUGUES	Bahia
17098	melão são caetano	PORTUGUES	Acre
17106	Chuchu	PORTUGUES	Brasil
17114	Abobreira-do-mato-de-Goyaz	PORTUGUES	Goiás
17291	cipó de fogo	PORTUGUES	Acre
17299	cará-de-árvore	PORTUGUES	São Paulo
17299	cará-do-ar	PORTUGUES	São Paulo
17299	cará-moela	PORTUGUES	Rio de Janeiro
17304	cará	PORTUGUES	Sul, Sudeste
17305	cará-de-pedra	PORTUGUES	Bahia
17306	cará-branco	PORTUGUES	Norte
17306	cará-roxo	PORTUGUES	Norte
17308	caquí	PORTUGUES	Acre
17308	louro	PORTUGUES	Acre
17309	Altinha	PORTUGUES	Maranhão
17309	Jaquaré	PORTUGUES	Pará
17312	Comida de pomba	PORTUGUES	Amapá
17314	Cabuclo	PORTUGUES	Minas Gerais
17314	macaqueira	PORTUGUES	Bahia
17316	urucurana	PORTUGUES	Acre
17344	botao-bolinha	PORTUGUES	Minas Gerais
17344	capipoatinga-amarela	PORTUGUES	Parana
17417	muçarenga	PORTUGUES	Nordeste
17417	pirunga	PORTUGUES	Nordeste
17418	imbuzeiro-bravo	PORTUGUES	Paraíba
17419	coca-do-paraguai	PORTUGUES	Sudeste
17419	fruta-de-tucano	PORTUGUES	Sudeste
17440	Tapa-buraco	PORTUGUES	Santa Catarina
17455	mangue	PORTUGUES	Bahia
17455	oeirana	PORTUGUES	Amazonas, Pará
17455	ourana	PORTUGUES	Acre
17457	manash	KAXINAWA	Acre
17458	tapiá, tapiá-guaçu	PORTUGUES	sudeste
17458	tinteiro	PORTUGUES	norte/AM
17463	ariquena queimosa	PORTUGUES	norte/Pará
17463	marmelo	PORTUGUES	norte/Acre
17475	cumaté-branco	PORTUGUES	Centro-Oeste
17475	pitomba-de-espinho	PORTUGUES	Centro-Oeste
17498	Canela-de-urubu	PORTUGUES	nordeste
17498	Velame-bravo	PORTUGUES	nordeste
17499	Caatinga-branca	PORTUGUES	nordeste
17062	Abobrinha-do-mato	PORTUGUES	RJ
17062	Tayuya-de-fruta encarnada	PORTUGUES	RJ
16895	tanimbuca-amarela	PORTUGUES	Goiás, Tocantins
16900	cinzeiro, quinarana	PORTUGUES	Goiás (Centro-Oeste), Tocantins (Norte)
28328	Sabugo	PORTUGUES	
17442	Chorão	PORTUGUES	
17494	'favela-de-cachorro'	PORTUGUES	Nordeste
14098	coral	PORTUGUES	
29781	Sapuvá	PORTUGUES	
17499	Marmeleiro-cravim	PORTUGUES	nordeste
17501	pé-de-perdiz	PORTUGUES	Sudeste
17510	Canela-de-velho	PORTUGUES	Nordeste
17510	Quebra-faca	PORTUGUES	Nordeste
17514	Carvão-branco	PORTUGUES	Nordeste
17514	Erva peluda	PORTUGUES	Nordeste
17516	Alecrim-de-cabocla	PORTUGUES	Nordeste
17516	Canelinha	PORTUGUES	Nordeste
17517	Velame	PORTUGUES	Nordeste
17519	Marmeleiro-do-brejo	PORTUGUES	Nordeste
17519	Velame-de-nódea	PORTUGUES	Nordeste
17520	Velame	PORTUGUES	Nordeste
17528	Marmeleiro-preto	PORTUGUES	Nordeste
17528	Velame	PORTUGUES	Nordeste
17530	Mentol	PORTUGUES	Nordeste
17531	Batata-de-teiú	PORTUGUES	Nordeste
17531	Velaminho	PORTUGUES	Nordeste
17534	Velame	PORTUGUES	Nordeste
17534	Velaminho	PORTUGUES	Nordeste
17541	Catinga-de-bode	PORTUGUES	Nordeste
17541	Velaminho-da-serra	PORTUGUES	Nordeste
17543	Casatinga-preta	PORTUGUES	Nordeste
17543	Catinga-preta	PORTUGUES	Nordeste
17545	Marmeleiro branco	PORTUGUES	Nordeste
17545	Velame	PORTUGUES	Nordeste
17546	Pau-de-sangue	PORTUGUES	Nordeste
17546	sangra-d’água	PORTUGUES	centro-oeste
17546	urucurana	PORTUGUES	sudeste
17547	Pimentinha	PORTUGUES	Nordeste
17581	pinhão roxo	PORTUGUES	Acre
29678	assacúrana	PORTUGUES	
17627	almécega vermelha	PORTUGUES	sul
17627	sangue de negro	PORTUGUES	sul
17629	cabeluda -do-mato	PORTUGUES	Sudeste
17629	coração-de-bugre	PORTUGUES	Sul
17629	folha miuda	PORTUGUES	Sudeste
17629	sapateiro	PORTUGUES	Sudeste
17629	sete casca	PORTUGUES	Nordeste
17629	tabacuva; tabocuva	PORTUGUES	Sul
17629	tamanqueira, pau de sapateiro	PORTUGUES	Sudeste
17630	louro apagão	PORTUGUES	nordeste
17630	pereiro	PORTUGUES	norte
17655	acapori	PORTUGUES	Norte
17655	amarelinho, aracaporé, miratuarama	PORTUGUES	Norte
17655	pau-amarelo	PORTUGUES	Sudeste
17659	carrapateira	PORTUGUES	Acre
17659	mamona	PORTUGUES	Acre, Pará
17664	burra leiteira	PORTUGUES	Acre
17664	janaguba	PORTUGUES	Acre
17664	seringarana	PORTUGUES	Acre
17671	Branquinho	PORTUGUES	Sudeste
17752	fel-da-terra	PORTUGUES	Pará
17909	São Francisco	PORTUGUES	Acre
17915	alfabaca	PORTUGUES	Acre
17915	alfavaca do campo	PORTUGUES	Acre
17928	cravo-de-Maranhão	PORTUGUES	nordeste
17929	aiju' ywahu	KAXINAWA	amazônica
17929	mahamira	KAXINAWA	amazônica
17932	puchuri-mirim	PORTUGUES	Pará
17933	louro do igapó	PORTUGUES	amazônica
17934	canelão seboso	PORTUGUES	sudeste
17934	louro preto	PORTUGUES	Acre
17935	louro	PORTUGUES	nordeste
17937	louro	PORTUGUES	Acre
17938	louro	PORTUGUES	centro-oeste
17960	jequitibá-cravino	PORTUGUES	
17961	tauari amarelo	PORTUGUES	
17961	tauari branco	PORTUGUES	
17964	castanha de macaco	PORTUGUES	
17964	coité de macaco	PORTUGUES	Acre
17964	cuiarana	PORTUGUES	
17964	cuieira da mata	PORTUGUES	Acre
17965	mata-matá	PORTUGUES	Acre
17965	mata-matá branco	PORTUGUES	Acre
17965	mata-matá rôxo	PORTUGUES	Acre
17969	caçador	PORTUGUES	
17974	Barbatimão	PORTUGUES	Nordeste
17974	Bordão-de-velho	PORTUGUES	Nordeste
18007	lombo-preto	PORTUGUES	Nordeste
18095	amendoim de carcará	PORTUGUES	Nordeste
